date,lat_bin,lon_bin,flag,geartype,vessel_hours,fishing_hours,mmsi_present
2012-02-18,-5376,-6140,ARG,trawlers,5.4558333333333335,0,1
2012-02-18,-4608,-6194,ARG,trawlers,1.6029166666666668,1.6029166666666668,1
2012-02-18,-4608,-6529,ARG,trawlers,0.13777777777777778,0,1
2012-02-18,-5375,-6138,ARG,trawlers,2.0969444444444445,0,1
2012-02-18,-4607,-6152,ARG,trawlers,0.77499999999999991,0,1
2012-02-18,-4607,-6196,ARG,trawlers,0.81166666666666676,0,1
2012-02-18,-4607,-6529,ARG,trawlers,0.71513888888888888,0,1
2012-02-18,-4607,-6571,ARG,fixed_gear,1.5790277777777777,1.5790277777777777,1
2012-02-18,-4607,-6570,ARG,fixed_gear,5.5193055555555564,5.5193055555555564,1
2012-02-18,-5374,-6136,ARG,trawlers,0.78027777777777774,0,1
2012-02-18,-4606,-6571,ARG,fixed_gear,2.827638888888889,2.827638888888889,1
2012-02-18,-4350,-6048,ARG,trawlers,1.5677777777777777,0,1
2012-02-18,-4094,-5878,ARG,trawlers,5.2638888888888893,0,1
2012-02-18,-3838,-5767,ARG,trawlers,0.78569444444444447,0,1
2012-02-18,-4349,-6048,ARG,trawlers,2.8293055555555555,0,1
2012-02-18,-4349,-6372,ARG,trawlers,0.73875,0,1
2012-02-18,-4093,-6464,ARG,other_fishing,0.8625,0,1
2012-02-18,-4093,-6460,ARG,other_fishing,4.9218055555555553,0,1
2012-02-18,-3837,-5766,ARG,trawlers,0.8041666666666667,0,1
2012-02-18,-1789,3688,ARG,trawlers,23.719999999999995,0,1
2012-02-18,-5372,-6104,ARG,trawlers,0.80388888888888888,0,1
2012-02-18,-5372,-6102,ARG,trawlers,0.78027777777777774,0,1
2012-02-18,-4092,-5899,ARG,trawlers,0.77791666666666659,0,1
2012-02-18,-4092,-5898,ARG,trawlers,0.82722222222222219,0,1
2012-02-18,-4092,-6470,ARG,other_fishing,11.859583333333333,0,1
2012-02-18,-4092,-6469,ARG,other_fishing,0.3888888888888889,0,1
2012-02-18,-4347,-6374,ARG,trawlers,0.088888888888888892,0,1
2012-02-18,-4602,-6572,ARG,fixed_gear,3.3419444444444442,3.3419444444444442,1
2012-02-18,-4602,-6106,ARG,drifting_longlines,2.7905555555555557,0,1
2012-02-18,-4346,-6375,ARG,trawlers,5.5183333333333335,0,1
