date,lat_bin,lon_bin,flag,geartype,vessel_hours,fishing_hours,mmsi_present
2012-02-25,-4608,-6185,ARG,trawlers,5.661944444444444,0,1
2012-02-25,-4608,-6196,ARG,trawlers,0.7779166666666667,0,1
2012-02-25,-4608,-6555,ARG,fixed_gear,1.6272222222222221,1.6272222222222221,1
2012-02-25,-4608,-6194,ARG,fixed_gear,2.1018055555555555,0,1
2012-02-25,-4608,-6198,ARG,trawlers,0.58902777777777771,0.58902777777777771,1
2012-02-25,-4607,-6196,ARG,trawlers,2.1618055555555555,2.1618055555555555,1
2012-02-25,-4607,-6198,ARG,trawlers,1.6759722222222222,1.6759722222222222,2
2012-02-25,-4607,-6199,ARG,trawlers,2.3731944444444446,2.3731944444444446,1
2012-02-25,-4095,-6099,ARG,trawlers,1.6012499999999998,1.6012499999999998,1
2012-02-25,-4606,-6199,ARG,trawlers,1.5805555555555557,1.5805555555555557,1
2012-02-25,-4606,-6554,ARG,fixed_gear,1.5918055555555555,1.5918055555555555,1
2012-02-25,-4606,-6198,ARG,trawlers,1.0279166666666666,1.0279166666666666,1
2012-02-25,-4606,-6194,ARG,trawlers,0.80041666666666667,0.80041666666666667,1
2012-02-25,-4606,-6549,ARG,fixed_gear,1.5470833333333331,1.5470833333333331,1
2012-02-25,-4094,-5857,ARG,trawlers,5.6598611111111117,0,1
2012-02-25,-3838,-5783,ARG,trawlers,0.79055555555555557,0,1
2012-02-25,-4605,-6196,ARG,trawlers,0.7697222222222222,0,1
2012-02-25,-4093,-6470,ARG,other_fishing,4.7833333333333332,0,1
2012-02-25,-3837,-5782,ARG,trawlers,0.043333333333333335,0,1
2012-02-25,-4604,-6198,ARG,trawlers,1.4868055555555555,1.4868055555555555,2
2012-02-25,-4604,-6199,ARG,trawlers,0.23708333333333334,0.23708333333333334,1
2012-02-25,-4092,-6465,ARG,other_fishing,6.4627777777777782,0,1
2012-02-25,-4859,-6316,ARG,drifting_longlines,1.5386111111111109,0,1
2012-02-25,-4603,-6199,ARG,trawlers,0.56305555555555564,0.56305555555555564,1
2012-02-25,-4603,-6195,ARG,trawlers,1.3225,1.3225,1
2012-02-25,-4603,-6192,ARG,trawlers,0.74722222222222223,0,1
2012-02-25,-4602,-6513,ARG,trawlers,1.6076388888888888,1.6076388888888888,1
2012-02-25,-4602,-6160,ARG,trawlers,1.6348611111111111,1.6348611111111111,1
2012-02-25,-4857,-6474,ARG,trawlers,2.3931944444444442,0,1
2012-02-25,-4601,-6161,ARG,trawlers,0.77333333333333343,0.77333333333333343,1
2012-02-25,-3833,-5764,ARG,trawlers,5.702638888888889,0,1
2012-02-25,-4600,-6195,ARG,fixed_gear,1.5444444444444445,0,1
2012-02-25,-4600,-6513,ARG,trawlers,1.6119444444444444,1.6119444444444444,1
2012-02-25,-4600,-6193,ARG,trawlers,0.28569444444444442,0,1
2012-02-25,-4600,-6197,ARG,trawlers,0.8043055555555555,0,1
2012-02-25,-4600,-6195,ARG,trawlers,0.77763888888888888,0.77763888888888888,1
2012-02-25,-4599,-6513,ARG,trawlers,1.5501388888888887,1.5501388888888887,1
2012-02-25,-4599,-6197,ARG,trawlers,1.3730555555555553,0.78347222222222213,2
2012-02-25,-4599,-6196,ARG,trawlers,1.5902777777777777,1.5902777777777777,2
2012-02-25,-4599,-6193,ARG,trawlers,1.3795833333333334,0,1
2012-02-25,-4598,-6530,ARG,fixed_gear,2.4205555555555556,2.4205555555555556,1
2012-02-25,-4598,-6198,ARG,trawlers,1.3372222222222223,1.3372222222222223,1
2012-02-25,-4598,-6197,ARG,trawlers,1.3275000000000001,1.3275000000000001,1
2012-02-25,-4598,-6679,ARG,fixed_gear,5.6583333333333332,5.6583333333333332,1
2012-02-25,-4342,-5955,ARG,trawlers,0.7729166666666667,0,1
2012-02-25,-4597,-6198,ARG,trawlers,1.2681944444444446,1.2681944444444446,1
2012-02-25,-4341,-5954,ARG,trawlers,0.84013888888888888,0,1
2012-02-25,-4085,-6098,ARG,trawlers,1.6283333333333334,1.6283333333333334,1
2012-02-25,-4852,-6598,ARG,trawlers,0.77791666666666659,0,1
2012-02-25,-4596,-6528,ARG,fixed_gear,1.5462500000000001,1.5462500000000001,1
2012-02-25,-4084,-6090,ARG,trawlers,1.2425,1.2425,1
2012-02-25,-4084,-6094,ARG,trawlers,0.80999999999999994,0.80999999999999994,1
2012-02-25,-4084,-6097,ARG,trawlers,0.81375,0.81375,1
2012-02-25,-4084,-6088,ARG,trawlers,5.7229166666666664,5.7229166666666664,1
2012-02-25,-4851,-6597,ARG,trawlers,0.76944444444444438,0,1
2012-02-25,-4595,-6529,ARG,fixed_gear,5.7186111111111106,5.7186111111111106,1
2012-02-25,-4339,-6043,ARG,trawlers,0.81458333333333333,0,1
2012-02-25,-4594,-6200,ARG,trawlers,0.81902777777777769,0.81902777777777769,1
