date,lat_bin,lon_bin,flag,geartype,vessel_hours,fishing_hours,mmsi_present
2012-01-18,-3839,-5742,ARG,drifting_longlines,5.653194444444444,0,1
2012-01-18,-4094,-5981,ARG,trawlers,2.9219444444444442,0,1
2012-01-18,-4094,-5984,ARG,trawlers,4.84111111111111,0,1
2012-01-18,-4091,-5787,ARG,trawlers,0.76513888888888881,0,1
2012-01-18,-4602,-6571,ARG,fixed_gear,4.0991666666666671,4.0991666666666671,1
2012-01-18,-4089,-5746,ARG,trawlers,4.0636111111111113,0,1
2012-01-18,-4088,-5734,ARG,drifting_longlines,4.0569444444444445,0,1
2012-01-18,-3830,-5762,ARG,trawlers,0.88319444444444439,0,1
2012-01-18,-4084,-5784,ARG,trawlers,1.0555555555555556,0,1
2012-01-18,-4339,-6047,ARG,trawlers,5.2636111111111106,0,1
2012-01-18,-4594,-6179,ARG,squid_jigger,6.1499999999999995,0,1
2012-01-18,-4081,-5970,ARG,trawlers,0.81013888888888885,0,1
2012-01-18,-4080,-6490,ARG,trawlers,0.7825,0,1
2012-01-18,-4080,-5970,ARG,trawlers,4.58611111111111,0,1
2012-01-18,-4080,-6489,ARG,trawlers,24.43625,0,1
2012-01-18,-3824,-5758,ARG,trawlers,5.7290277777777776,0,1
2012-01-18,-4590,-6662,ARG,fixed_gear,2.1340277777777774,0,1
2012-01-18,-4587,-6659,ARG,fixed_gear,0.81722222222222207,0,1
2012-01-18,-4072,-6170,ARG,trawlers,4.5681944444444449,0,1
2012-01-18,-4582,-6651,ARG,fixed_gear,0.83333333333333326,0,1
2012-01-18,-3812,-5748,ARG,trawlers,4.8519444444444444,0,1
2012-01-18,-4579,-6646,ARG,fixed_gear,0.78875000000000006,0,1
2012-01-18,-4323,-6306,ARG,trawlers,0.81208333333333338,0,1
2012-01-18,-4578,-6641,ARG,fixed_gear,4.2376388888888892,0,1
2012-01-18,-4322,-6306,ARG,trawlers,4.0844444444444452,0,1
2012-01-18,-4577,-6143,ARG,squid_jigger,6.5247222222222216,0,1
2012-01-18,-4064,-5777,ARG,trawlers,2.1519444444444447,0,1
2012-01-18,-4063,-6168,ARG,trawlers,0.31027777777777776,0,1
2012-01-18,-3807,-5752,ARG,trawlers,11.037777777777778,0,1
2012-01-18,-4062,-6167,ARG,trawlers,0.50361111111111112,0,1
2012-01-18,-4317,-5933,ARG,trawlers,5.6613888888888884,0,1
2012-01-18,-4317,-6033,ARG,trawlers,4.0204166666666667,0,1
2012-01-18,-4061,-5751,ARG,trawlers,5.2823611111111113,0,1
2012-01-18,-3805,-5754,ARG,drifting_longlines,23.297361111111112,0,1
2012-01-18,-3805,-5754,ARG,trawlers,275.17305555555555,0,14
2012-01-18,-4060,-5734,ARG,drifting_longlines,5.3168055555555558,0,1
2012-01-18,-3804,-5753,ARG,trawlers,4.8955555555555561,0,1
2012-01-18,-3804,-5752,ARG,trawlers,0.80444444444444441,0,2
2012-01-18,-4571,-6198,ARG,trawlers,5.7041666666666666,0,1
2012-01-18,-3803,-5749,ARG,trawlers,20.206111111111113,0,1
2012-01-18,-4569,-6199,ARG,trawlers,2.1304166666666666,0,1
2012-01-18,-4568,-6643,ARG,fixed_gear,4.5447222222222221,0,1
2012-01-18,-4565,-6192,ARG,trawlers,5.1759722222222226,0,1
2012-01-18,-4562,-6645,ARG,fixed_gear,1.5791666666666666,0,1
2012-01-18,-4560,-6642,ARG,fixed_gear,4.059444444444444,0,1
2012-01-18,-4559,-6193,ARG,trawlers,0.74583333333333335,0,1
2012-01-18,-4047,-6166,ARG,trawlers,0.75708333333333333,0,1
2012-01-18,-4558,-6198,ARG,trawlers,5.3374999999999995,0,1
2012-01-18,-4557,-6051,ARG,trawlers,2.1038888888888887,0,1
2012-01-18,-4556,-6051,ARG,trawlers,1.0197222222222222,0,1
2012-01-18,-4556,-6052,ARG,trawlers,0.7844444444444445,0,1
2012-01-18,-4555,-6195,ARG,trawlers,5.9290277777777778,0,1
2012-01-18,-4555,-6646,ARG,fixed_gear,4.0791666666666666,0,1
2012-01-18,-4555,-6051,ARG,trawlers,5.0765277777777778,0,1
2012-01-18,-4297,-5911,ARG,trawlers,4.0765277777777778,0,1
2012-01-18,-4552,-6198,ARG,trawlers,0.84472222222222215,0,1
2012-01-18,-4039,-6167,ARG,trawlers,6.0058333333333334,0,1
2012-01-18,-4550,-6196,ARG,trawlers,1.5279166666666666,0,1
2012-01-18,-4550,-6195,ARG,trawlers,0.75555555555555554,0,1
2012-01-18,-4550,-6198,ARG,trawlers,0.78069444444444436,0,1
2012-01-18,-4548,-6198,ARG,trawlers,5.6640277777777772,0,1
2012-01-18,-4291,-5951,ARG,trawlers,4.5668055555555558,0,1
2012-01-18,-4546,-6048,ARG,trawlers,5.3526388888888885,0,1
2012-01-18,-4546,-6194,ARG,trawlers,1.2905555555555557,0,1
2012-01-18,-4546,-6053,ARG,trawlers,1.3195833333333333,0,1
2012-01-18,-4290,-5950,ARG,trawlers,0.54791666666666661,0,1
2012-01-18,-4545,-6048,ARG,trawlers,4.8844444444444441,0,1
2012-01-18,-4545,-6053,ARG,trawlers,1.537638888888889,0,1
2012-01-18,-4288,-6094,ARG,trawlers,4.2179166666666665,0,1
2012-01-18,-4543,-6053,ARG,trawlers,4.6652777777777779,0,1
2012-01-18,-4541,-6058,ARG,squid_jigger,12.625138888888889,12.625138888888889,1
2012-01-18,-4540,-6194,ARG,trawlers,5.10625,0,1
2012-01-18,-4028,-6168,ARG,trawlers,5.325277777777778,0,1
2012-01-18,-4539,-6051,ARG,trawlers,4.5116666666666667,0,1
2012-01-18,-4538,-6050,ARG,trawlers,4.8845833333333335,0,1
2012-01-18,-4026,-5916,ARG,trawlers,4.8668055555555556,0,1
2012-01-18,-4537,-6051,ARG,trawlers,1.5377777777777777,0,1
2012-01-18,-4536,-6052,ARG,trawlers,5.6577777777777785,0,1
2012-01-18,-4534,-6059,ARG,squid_jigger,11.825138888888889,0,1
2012-01-18,-4534,-6165,ARG,trawlers,0.77486111111111111,0,1
2012-01-18,-4534,-6188,ARG,trawlers,5.01125,0,1
2012-01-18,-4278,-5890,ARG,trawlers,5.3419444444444446,0,1
2012-01-18,-4533,-6165,ARG,trawlers,0.30402777777777779,0,1
2012-01-18,-4533,-6166,ARG,trawlers,0.44291666666666668,0,1
2012-01-18,-4274,-5942,ARG,trawlers,0.78430555555555559,0,1
2012-01-18,-4274,-6503,ARG,trawlers,65.654722222222219,0,3
2012-01-18,-4529,-6197,ARG,trawlers,0.75111111111111106,0,1
2012-01-18,-4529,-6042,ARG,squid_jigger,18.25,18.25,1
2012-01-18,-3249,-5823,ARG,trawlers,17.150277777777777,0,1
2012-01-18,-4528,-6197,ARG,trawlers,4.5598611111111111,0,1
2012-01-18,-4527,-6193,ARG,trawlers,5.3265277777777778,0,1
2012-01-18,-4526,-6164,ARG,trawlers,0.49152777777777779,0,1
2012-01-18,-4526,-6042,ARG,trawlers,5.6948611111111109,0,1
2012-01-18,-4525,-6188,ARG,trawlers,4.0413888888888891,0,1
2012-01-18,-4525,-6041,ARG,trawlers,1.0375,0,1
2012-01-18,-4524,-6041,ARG,trawlers,0.81527777777777777,0,1
2012-01-18,-4524,-6164,ARG,trawlers,0.31861111111111112,0,1
2012-01-18,-4523,-6037,ARG,trawlers,4.0505555555555555,0,1
2012-01-18,-4523,-6195,ARG,trawlers,5.3486111111111114,0,1
2012-01-18,-4523,-6041,ARG,trawlers,5.03625,0,1
2012-01-18,-4522,-6041,ARG,trawlers,5.3538888888888891,0,1
2012-01-18,-4265,-6086,ARG,trawlers,0.94319444444444445,0,1
2012-01-18,-4265,-5938,ARG,trawlers,0.36041666666666666,0,1
2012-01-18,-4009,-5893,ARG,trawlers,4.3583333333333334,0,1
2012-01-18,-4776,-6592,ARG,drifting_longlines,23.06430555555556,0,1
2012-01-18,-4776,-6592,ARG,squid_jigger,44.395416666666662,0,2
2012-01-18,-4776,-6592,ARG,trawlers,123.80680555555556,0,6
2012-01-18,-4776,-6592,ARG,fixed_gear,23.096388888888885,0,1
2012-01-18,-4776,-6591,ARG,trawlers,17.65375,0,1
2012-01-18,-4775,-6373,ARG,trawlers,7.275555555555556,0,1
2012-01-18,-4519,-6167,ARG,trawlers,0.30027777777777781,0,1
2012-01-18,-4263,-5937,ARG,trawlers,0.75125000000000008,0,1
2012-01-18,-4774,-6382,ARG,trawlers,5.3497222222222227,0,1
2012-01-18,-4518,-6037,ARG,trawlers,5.68875,0,1
2012-01-18,-4518,-6167,ARG,trawlers,0.5195833333333334,0,1
2012-01-18,-4768,-6352,ARG,trawlers,3.2430555555555558,3.2430555555555558,1
2012-01-18,-4255,-6096,ARG,trawlers,5.7068055555555564,0,1
2012-01-18,-4766,-6351,ARG,trawlers,0.797361111111111,0.797361111111111,1
2012-01-18,-4766,-6352,ARG,trawlers,0.041666666666666671,0.041666666666666671,1
2012-01-18,-4766,-6353,ARG,trawlers,0.80833333333333335,0.80833333333333335,1
2012-01-18,-4510,-6150,ARG,trawlers,3.3370833333333332,0,1
2012-01-18,-4510,-6149,ARG,trawlers,0.78638888888888892,0,1
2012-01-18,-4765,-6285,ARG,trawlers,0.0648611111111111,0,1
2012-01-18,-4765,-6284,ARG,trawlers,0.19013888888888889,0,1
2012-01-18,-4765,-6286,ARG,trawlers,0.50944444444444448,0,1
2012-01-18,-4765,-6335,ARG,trawlers,3.9752777777777775,0,1
2012-01-18,-4509,-6135,ARG,trawlers,0.772361111111111,0,1
2012-01-18,-4509,-6136,ARG,trawlers,0.81138888888888894,0,1
2012-01-18,-4509,-6163,ARG,trawlers,5.36375,0,1
2012-01-18,-4253,-6082,ARG,trawlers,0.80833333333333335,0,1
2012-01-18,-3997,-6166,ARG,trawlers,1.7002777777777778,0,1
2012-01-18,-4764,-6350,ARG,trawlers,0.7945833333333332,0,1
2012-01-18,-4764,-6351,ARG,trawlers,0.11277777777777778,0,1
2012-01-18,-4764,-6352,ARG,trawlers,1.5527777777777778,0,1
2012-01-18,-4508,-6149,ARG,trawlers,2.085,0,1
2012-01-18,-4508,-6174,ARG,trawlers,4.8569444444444452,0,1
2012-01-18,-3996,-6111,ARG,drifting_longlines,5.3377777777777773,0,1
2012-01-18,-4763,-6381,ARG,trawlers,3.2933333333333334,0,1
2012-01-18,-4763,-6312,ARG,trawlers,3.8284722222222225,0,1
2012-01-18,-4507,-6175,ARG,trawlers,5.3443055555555556,0,1
2012-01-18,-4507,-6188,ARG,trawlers,5.662638888888889,0,1
2012-01-18,-4762,-6362,ARG,trawlers,1.5120833333333334,0,1
2012-01-18,-4762,-6352,ARG,trawlers,3.265138888888889,3.265138888888889,1
2012-01-18,-4762,-6369,ARG,trawlers,1.6027777777777779,1.6027777777777779,1
2012-01-18,-4762,-6377,ARG,trawlers,0.8568055555555556,0,1
2012-01-18,-4506,-6158,ARG,trawlers,0.77263888888888888,0,1
2012-01-18,-4761,-6348,ARG,trawlers,3.7541666666666669,0,1
2012-01-18,-4761,-6285,ARG,trawlers,0.25736111111111115,0,1
2012-01-18,-4761,-6366,ARG,trawlers,5.0322222222222228,0,1
2012-01-18,-4505,-6168,ARG,trawlers,0.78319444444444453,0,1
2012-01-18,-4505,-6169,ARG,trawlers,4.9069444444444441,4.9069444444444441,1
2012-01-18,-4505,-6166,ARG,trawlers,0.80708333333333337,0,1
2012-01-18,-4760,-6307,ARG,trawlers,6.4651388888888892,0,1
2012-01-18,-4760,-6348,ARG,trawlers,1.5881944444444445,0,1
2012-01-18,-4504,-6175,ARG,trawlers,4.0870833333333332,4.0870833333333332,1
2012-01-18,-4504,-6173,ARG,trawlers,4.8794444444444451,0,1
2012-01-18,-4504,-6161,ARG,trawlers,0.69958333333333333,0,1
2012-01-18,-4504,-6160,ARG,trawlers,5.2793055555555553,5.2793055555555553,1
2012-01-18,-4504,-6196,ARG,trawlers,5.0806944444444442,0,1
2012-01-18,-4759,-6336,ARG,trawlers,4.5995833333333334,0,1
2012-01-18,-4759,-6288,ARG,trawlers,1.2709722222222222,0,1
2012-01-18,-4759,-6353,ARG,trawlers,7.2248611111111112,0,1
2012-01-18,-4503,-6179,ARG,trawlers,0.44763888888888892,0,1
2012-01-18,-4503,-6160,ARG,trawlers,5.3519444444444444,0,1
2012-01-18,-4503,-6178,ARG,trawlers,0.25375000000000003,0,1
2012-01-18,-4503,-6163,ARG,trawlers,5.0602777777777783,0,1
2012-01-18,-4503,-6168,ARG,trawlers,5.3609722222222222,0,1
2012-01-18,-4503,-6182,ARG,trawlers,3.2595833333333335,0,1
2012-01-18,-4503,-6176,ARG,trawlers,6.4877777777777776,0,1
2012-01-18,-4758,-6284,ARG,trawlers,0.58263888888888893,0,1
2012-01-18,-4502,-6167,ARG,trawlers,4.855,0,1
2012-01-18,-4502,-6171,ARG,trawlers,9.9208333333333343,0,2
2012-01-18,-4502,-6173,ARG,trawlers,5.712361111111111,0,1
2012-01-18,-4502,-6176,ARG,trawlers,4.0505555555555555,0,1
2012-01-18,-4502,-6159,ARG,trawlers,5.6151388888888887,0,1
2012-01-18,-4502,-6151,ARG,drifting_longlines,6.4001388888888888,0,1
2012-01-18,-4502,-6162,ARG,trawlers,5.3544444444444439,0,1
2012-01-18,-4502,-6150,ARG,trawlers,5.7159722222222218,0,1
2012-01-18,-4246,-5959,ARG,drifting_longlines,5.6943055555555553,0,1
2012-01-18,-4501,-6181,ARG,trawlers,10.975833333333334,4.858194444444444,2
2012-01-18,-4501,-6186,ARG,trawlers,5.6602777777777771,5.6602777777777771,1
2012-01-18,-4501,-6197,ARG,trawlers,0.78527777777777774,0,1
2012-01-18,-4501,-6183,ARG,trawlers,0.34111111111111114,0,1
2012-01-18,-4501,-6194,ARG,trawlers,0.84680555555555559,0,1
2012-01-18,-4501,-6167,ARG,trawlers,10.690555555555555,5.3543055555555554,2
2012-01-18,-4501,-6193,ARG,trawlers,0.5,0,1
2012-01-18,-4501,-6191,ARG,trawlers,5.37375,0,1
2012-01-18,-4242,-5927,ARG,trawlers,1.2452777777777779,0,1
2012-01-18,-4751,-6269,ARG,drifting_longlines,1.6348611111111111,0,1
2012-01-18,-4751,-6276,ARG,drifting_longlines,5.6830555555555557,0,1
2012-01-18,-4751,-6266,ARG,drifting_longlines,5.3006944444444439,0,1
2012-01-18,-4495,-6150,ARG,drifting_longlines,12.575416666666666,0,1
2012-01-18,-3983,-5882,ARG,trawlers,5.3493055555555546,0,1
2012-01-18,-4494,-6175,ARG,trawlers,6.4575,0,1
2012-01-18,-4238,-5966,ARG,drifting_longlines,4.4302777777777775,0,1
2012-01-18,-4748,-6282,ARG,trawlers,3.810138888888889,0,1
2012-01-18,-4492,-6148,ARG,trawlers,1.5343055555555556,0,1
2012-01-18,-4747,-6281,ARG,trawlers,5.15625,0,1
2012-01-18,-4235,-6093,ARG,trawlers,4.8959722222222224,0,1
2012-01-18,-5514,-6609,ARG,trawlers,1.5431944444444445,0,1
2012-01-18,-5514,-6584,ARG,trawlers,4.0823611111111111,0,1
2012-01-18,-4490,-6144,ARG,trawlers,0.75152777777777779,0,1
2012-01-18,-4234,-6076,ARG,trawlers,0.79152777777777783,0,1
2012-01-18,-4745,-6281,ARG,trawlers,0.23013888888888889,0,1
2012-01-18,-4489,-6142,ARG,trawlers,0.84930555555555554,0,1
2012-01-18,-4744,-6281,ARG,trawlers,0.55972222222222212,0,1
2012-01-18,-5511,-6649,ARG,trawlers,0.29166666666666663,0,1
2012-01-18,-5511,-6576,ARG,trawlers,3.5277777777777781,0,1
2012-01-18,-5511,-6647,ARG,trawlers,0.48069444444444448,0,1
2012-01-18,-5511,-6648,ARG,trawlers,0.030555555555555558,0,1
2012-01-18,-3975,-6128,ARG,drifting_longlines,6.4955555555555549,0,1
2012-01-18,-3463,-5836,ARG,trawlers,24.306944444444436,0,1
2012-01-18,-5510,-6591,ARG,trawlers,4.0515277777777783,0,1
2012-01-18,-5509,-6600,ARG,trawlers,3.8123611111111115,0,1
2012-01-18,-5509,-6614,ARG,trawlers,0.77916666666666667,0,1
2012-01-18,-5509,-6595,ARG,trawlers,0.78736111111111107,0,1
2012-01-18,-5508,-6609,ARG,trawlers,1.5834722222222222,0,1
2012-01-18,-4740,-6253,ARG,trawlers,4.05,0,1
2012-01-18,-3971,-6166,ARG,trawlers,2.1500000000000004,0,1
2012-01-18,-5506,-6667,ARG,trawlers,0.76,0,1
2012-01-18,-3458,-5839,ARG,trawlers,43.38125,0,2
2012-01-18,-3458,-5838,ARG,trawlers,23.939722222222223,0,1
2012-01-18,-4481,-6150,ARG,trawlers,5.9830555555555556,0,1
2012-01-18,-4480,-6149,ARG,trawlers,1.5277777777777777,0,1
2012-01-18,-4223,-6073,ARG,trawlers,1.0390277777777779,0,1
2012-01-18,-4478,-6002,ARG,trawlers,4.8680555555555554,0,1
2012-01-18,-4732,-6240,ARG,trawlers,0.81708333333333338,0,1
2012-01-18,-4732,-6241,ARG,trawlers,0.79597222222222219,0,1
2012-01-18,-4473,-6150,ARG,trawlers,0.79027777777777775,0,1
2012-01-18,-4217,-5997,ARG,trawlers,4.1040277777777776,0,1
2012-01-18,-4217,-6241,ARG,trawlers,4.8111111111111118,0,1
2012-01-18,-5496,-6695,ARG,trawlers,0.05541666666666667,0,1
2012-01-18,-5496,-6070,ARG,drifting_longlines,4.0183333333333335,0,1
2012-01-18,-5496,-6696,ARG,trawlers,0.77361111111111114,0,1
2012-01-18,-5496,-6694,ARG,trawlers,0.50291666666666668,0,1
2012-01-18,-4216,-5973,ARG,trawlers,5.7268055555555559,0,1
2012-01-18,-4471,-6111,ARG,trawlers,5.3527777777777779,0,1
2012-01-18,-3959,-5862,ARG,trawlers,4.0194444444444439,0,1
2012-01-18,-4214,-6000,ARG,trawlers,4.2418055555555556,0,1
2012-01-18,-4725,-6231,ARG,trawlers,3.4945833333333334,0,1
2012-01-18,-4724,-6278,ARG,trawlers,3.782777777777778,0,1
2012-01-18,-4468,-5998,ARG,trawlers,5.325,0,1
2012-01-18,-4723,-6220,ARG,trawlers,4.4927777777777793,0,1
2012-01-18,-4467,-6127,ARG,trawlers,0.84486111111111106,0,1
2012-01-18,-4722,-6283,ARG,trawlers,3.7672222222222222,0,1
2012-01-18,-4721,-6277,ARG,trawlers,6.4527777777777784,0,1
2012-01-18,-4465,-6126,ARG,trawlers,4.5747222222222224,0,1
2012-01-18,-4209,-5989,ARG,drifting_longlines,4.4731944444444443,0,1
